name,city,id,state,country,capacity mwh,power mw,customer,owner,developer,manufacturer,type,cells,no of battery units,status,date first heard,start construction,start operation,start estimated,cost million,cost currency,cost incl solar,lat,long,coords exact,use case,notes,project website,link1,link2,link3
Vallecito Energy Storage Resilience (VESR),carpinteria / santa barbara county,11,california,usa,40,,Clean Coalition,,,tesla,megapack,,15,operation,,2020-11-05,2021-03-31,,,,,34.408083,-119.512937,1,,,,https://www.tesmanian.com/blogs/tesmanian-blog/tesla-begins-installation-of-15-megapacks-at-carpinteria-santa-barbara-county,https://clean-coalition.org/news/vallecito-energy-storage-resilience-vesr-project-online-december/,
WindCharger,Wallgrove / Sydney,12,new south wales,australia,75,50,TransGrid,,,tesla,megapack,,,construction,2020-10-27,2021-02-01,,,,,,-33.817659,150.828087,1,,,https://www.transgrid.com.au/wallgrovebattery,https://www.tesmanian.com/blogs/tesmanian-blog/tesla-and-transgrid-will-build-tesla-megapack-battery-in-western-sydney-australia,,
eReserve1,,13,alberta,canada,,20,WCSB  Power,,,tesla,megapack,,,planning,2020-10-17,,,,,,,55.740245,-118.700003,1,,"eReserve is one big project, but at 3 locations, hence 3 different lines here",https://ereserve-project.com/ereserve1,http://td.mediaroom.com/2020-10-14-TD-Greystone-Infrastructure-Fund-Invested-in-Canadas-Largest-Battery-Energy-Storage-System,https://www.teslarati.com/tesla-canada-biggest-battery-energy-storage-system/,
eReserve2,,14,alberta,canada,,20,WCSB  Power,,,tesla,megapack,,,planning,2020-10-17,,,,,,,53.120643,-111.199825,1,,,https://ereserve-project.com/ereserve2,,,
eReserve3,,15,alberta,canada,,20,WCSB  Power,,,tesla,megapack,,,planning,2020-10-17,,,,,,,55.287437,-118.642392,1,,,https://ereserve-project.com/ereserve3,,,
WindCharger,,16,alberta,canada,20,10,TransAlta,,,tesla,megapack,,9,operation,,,2020-10-15,,,,,49.582737,-113.794235,1,wind farm support,,,https://www.transaltarenewables.com/2020/10/15/transalta-renewables-announces-commercial-operation-of-windcharger-albertas-first-utility-scale-battery-storage-project/,https://www.teslarati.com/tesla-megapack-alberta-windcharger-complete/,https://transalta.com/wp-content/uploads/2020/04/WindCharger_Construction_Start_Newsletter_2020.pdf
Holes Bay,Holes Bay / Southampton,17,,uk,15,7.5,Harmony Energy Ltd / Fotowatio Renewable Ventures BV ,,,tesla,megapack,,6,operation,,,2020-09-18,,,,,50.726395,-1.9901,1,,,,https://www.teslarati.com/tesla-megapack-autobidder-uk-energy-grid-debut/,https://www.bloomberg.com/news/articles/2020-09-18/six-giant-tesla-batteries-used-to-keep-lights-on-in-britain,https://www.harmonyenergy.co.uk/general/video-holes-bay-battery-energy-storage-plant/
switch datacenter,,18,nevada,usa,,,switch,,,tesla,megapack,,,planning,2020-07-24,,,,,,,36.058908,-115.21174,0,datacenter,,,https://electrek.co/2020/07/24/tesla-megapack-project-switch-datacenter/,,
Kauai Island,Kauai,19,hawaii,usa,52,,KIUC,,,tesla,powerpack,,272,operation,,,2017-03-08,,,,,21.998353,-159.378905,1,"island, 13mw solar farm support",20 year contract to buy energy,,https://www.theverge.com/2017/3/8/14854858/tesla-solar-hawaii-kauai-kiuc-powerpack-battery-generator,https://www.youtube.com/watch?v=X45Iv6b5Zs4&t=78s,https://en.wikipedia.org/wiki/Kauai
Mira Loma Substation,Ontario,20,california,usa,80,20,SCE Southern California Edison,,,tesla,powerpack,,,operation,,,2017-06-02,,,,,34.00548,-117.566749,1,,,,https://www.theverge.com/2017/2/6/14523196/tesla-battery-powerpack-los-angeles-electricity,,
ngen slovenia 2,Kidričevo,21,,slovenia,30,15,ngen,,,tesla,megapack,,12,operation,,,2020-10-13,,,,,46.391223,15.78985,1,,,,https://www.teslarati.com/tesla-megapack-installation-ngen-slovenia/,,
ngen slovenia 1,Jesenice,22,,slovenia,22,12,ngen,,,tesla,powerpack,,,operation,,,2019-10-14,,,,,46.418237,14.10062,1,,,,https://www.youtube.com/watch?v=v9j-2lsMcJ0,,
Alaska,Soldotna Power Plant,23,alaska,usa,93,46,Homer Electric Association,,,tesla,megapack,,37,operation,2019-12-03,,2021-07-23,,,,,60.500441,-150.996312,1,,,,https://www.homerelectric.com/2019/12/battery-energy-storage-system-bess-coming-to-hea/,https://www.homerelectric.com/2021/07/battery-energy-storage-system-has-arrived/,
Colorado ,Weld County,24,colorado,usa,16,4,United Power,,,tesla,powerpack,,,operation,2018-10-14,,2019-01-22,,,,,40.577109,-104.40854,0,,could not find exact location though it is operational,,https://www.youtube.com/watch?v=dyAhUREGDzA,https://electrek.co/2018/10/14/tesla-powerpack-project-save-colorado-ratepayers/,
Nantucket,Nantucket island,25,massachusetts,usa,48,6,National Grid,,,tesla,powerpack,,272,operation,2017-11-08,,2019-19-09,,,,,41.272872,-70.080489,0,island,could not find exact location though it is operational,,https://electrek.co/2017/11/08/tesla-powerpack-island-of-nantucket/,https://electrek.co/2019/10/09/tesla-big-powerpack-nantucket/,
Guildford electric buses,guildford,26,,uk,15,,Zenobe Energy ,,,tesla,powerpack,,272,operation,,,2019-06-26,,,,,51.205099,-0.581772,1,bus depot,it is a stagecoach bus depot,,https://electrek.co/2019/06/26/tesla-powerpacks-charge-electric-buses/,https://www.teslarati.com/tesla-powerpacks-clean-up-britain-public-transportation/,
Gannawarra Solar Farm,,27,victora,australia,50,25,Edify Energy / Wirsol,,,tesla,powerpack,,,operation,,,2018-11-16,,,,,-35.734258,143.780015,1,60MW solar farm support,,,https://electrek.co/2018/11/16/tesla-powerpack-project-australia-megapack/,,
Lake Bonney Wind Farm,,28,south australia,australia,52,25,Infigen Energy,,,tesla,powerpack,,,operation,2018-08-15,,2020-01-22,,,,,-37.738826,140.38693,1,278MW wind farm support,,,https://electrek.co/2018/08/15/tesla-powerpack-win-contract-battery-system/,https://www.pv-magazine.com/2020/01/22/lake-bonney-big-battery-ready-to-supply-teslas-australian-ev-charger-network/,
Ta'u island,Ta'u island,29,american samoa,usa,6,,,,,tesla,powerpack,,272,operation,,,2016-11-22,,,,,-14.219534,-169.494626,1,"island, 1.4MW solar farm support",,,https://electrek.co/2016/11/22/tesla-island-microgrid-battery-solar/,,
Samoa,,30,,samoa,13.5,,,,,tesla,powerpack,,,operation,,,2018-07-25,,,,,-13.885669,-171.884245,1,island,2 locations at power station and airport,,https://electrek.co/2018/07/25/tesla-microgrid-powerpack-projects-samoa-fossil-fuel-free/,,
Pinal Central Solar Energy Center,,31,arizona,usa,40,10,Salt River Project,,,tesla,powerpack,,,operation,,,2018-05-29,,,,,32.868983,-111.557171,1,20MW solar farm support,Added 40 mwh as the youtube video said it can power with 10MW for 4 hours,,https://electrek.co/2018/05/29/tesla-powerpacks-without-logo-new-solar-project-arizona/,https://www.youtube.com/watch?v=e9RuVL3t4jQ,
Terhills,Terhills,32,,belguim,29,18,Restore,,,tesla,powerpack,,272,operation,,,2018-05-14,,,,,51.006595,5.711134,1,,,,https://electrek.co/2018/05/14/tesla-powerpack-project-grid-balancing-europe/,,
Ozop New York,new york city / brooklyn,33,new york,usa,4,2,Ozop Energy Systems,,,tesla,powerpack,,,planning,2021-08-25,,,,,,,40.645624,-73.940749,0,peak shaving,together with stem athena software,,https://www.globenewswire.com/news-release/2021/08/25/2286612/0/en/Ozop-Energy-Solutions-Inc-to-Utilize-Tesla-MEGAPACK-in-Battery-Storage-System-Design-Updated.html,https://www.globenewswire.com/news-release/2021/08/18/2282824/0/en/Ozop-Energy-Solutions-OZSC-Announces-Stem-Smart-Energy-Storage-2MW-4MWh-Project-in-New-York-City.html,
Goleta Energy Storage Project,Goleta,34,california,usa,,60,"Goleta Energy Storage, LLC",,,tesla,megapack,,62,planning,2019-11-13,,,,,,,34.432740,-119.869283,1,peaker plant replacement,the planning document on the website has a lot of detail,https://www.cityofgoleta.org/city-hall/planning-and-environmental-review/ceqa-review/cortona-battery-storage-project,,,
Contego,Hurstpierpoint,35,west sussex,uk,68,34,Harmony Energy Ltd,,,tesla,megapack,,28,operation,,,2021-09-07,,,,,50.955104,-0.163008,1,,,https://www.harmonyenergy.co.uk/projects/,https://www.teslarati.com/tesla-batteries-uk-largest-energy-storage/,https://www.youtube.com/watch?v=zh6PFeObrHs,
Trents Energy Storage,St. Lucy,36,,barbados,20,5,Barbados Light & Power,,,tesla,powerpack,,,operation,,,2017-01-01,,,,,13.293125,-59.627449,1,"island, solar farm support",,,https://www.blpc.com.bb/images/watts_new_print/LEX_BLPC_Newsletter_2020_Vol19_SEP3.pdf?type=file,https://www.solarbarbados.com/2019/05/09/first-utility-scale-solar-farm-10mw-in-barbados/,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moss Landing,Moss Landing,37,california,usa,1600,400,Vistra Corp,,,LG,,LG,,operation,,,2021-02-24,,,,,36.806072,-121.782258,1,,"TR1200 rack design with JH4 cell, 4500+ racks, two stages here **  incident: septemter 2021 the first phase 1200 MWh was shut down after an overheating triggered the sprinkler system. ",https://www.vistracorp.com/vistra-zero/,https://www.energy-storage.news/manufacturer-reveals-involvement-in-worlds-biggest-battery-energy-storage-system-so-far/,https://insideevs.com/news/489894/vistra-moss-landing-energy-storage-world-largest/,https://reneweconomy.com.au/worlds-biggest-battery-sidelined-after-overheating-incident-in-california/
Docordova,Hood County,38,texas,usa,260,260,Vistra Corp,,,,,,,planning,2021-01-09,,,2022,,,,32.430077,-97.695028,0,,,https://www.vistracorp.com/vistra-zero/,https://urjadaily.com/vistra-brings-worlds-largest-utility-scale-battery-energy-storage-system-online/,,
Oakland,Oakland,39,california,usa,36,145,Vistra Corp,,,,,,,planning,2021-01-09,,,2022,,,,37.79422,-122.20837,0,,,https://www.vistracorp.com/vistra-zero/,,,
Upton 2,Upton County,40,texas,usa,10,42,Vistra Corp,,,,,,,operation,,,2018-12-31,,,,,31.255119,-102.246596,0,180MW solar farm support,,https://www.vistracorp.com/vistra-zero/,https://www.energy-storage.news/us-utility-vistra-plans-texas-solar-storage-facilities-alongside-6-8gw-of-coal-retirement-by-2027/,https://www.luminant.com/upton-2-solar-power-plant-energy-storage-facility/,
Morro Bay,Morro Bay,41,california,usa,2400,600,Vistra Corp,,,,,,,planning,2021-02-15,,,,,,,35.374224,-120.858684,1,,"revitalise existing gas power plant site, start construction in 2022 should take 36-48 month to complete",,https://www.energy-storage.news/vistra-proposes-california-battery-project-twice-the-size-of-worlds-largest-facility-to-date/,http://www.morrobayca.gov/documentcenter/view/15093,
Big Star,Bastrop County,42,texas,usa,120,80,RWE Renewables,,,LG,,,,planning,2021-09-01,,,,,,,29.913908,-97.289792,0,200MW solar farm support,,,https://www.energy-storage.news/rwe-signs-up-corporate-offtaker-for-big-star-texas-solar-plus-storage-project/,https://www.rwe.com/en/press/rwe-renewables/2021-08-25-rwe-teams-up-with-constellation-to-supply-major-us-commercial-customers-with-solar-energy-from-big-star-facility,
Hickory Park,Mitchell County,43,georgia,usa,80,40,RWE Renewables,,,Wärtsilä Energy,GridSolv Quantum,,,construction,,2020-11-17,,,,,,31.31621,-84.124752,0,200MW solar farm support,2021: 30 year PPA with Georgia Power,,https://www.energy-storage.news/lg-energy-solution-supplying-800mwh-battery-storage-for-rwes-us-solar-plus-storage-projects/,https://www.rwe.com/en/press/rwe-renewables/2020-11-17-rwes-hickory-park-solar-project-with-co-located-storage-facility-under-construction,
Hubei Flow Battery,Xiangyang,44,hubei,china,500,100,Hubei Pingfan Ruifeng New Energy Technology,,,VRB Energy,,,,construction,,2021-05-21,,,,,,32.075783,112.145275,0,500MW rooftop solar support,"Vanadium flow battery, built in phases",,https://www.energy-storage.news/vrb-energy-breaks-ground-on-100mw-500mwh-flow-battery-and-gigafactory-in-china/,https://vrbenergy.com/vrb-energy-announces-agreement-for-chinas-largest-solar-battery-a-100mw-solar-storage-project-in-hubei-province/,
Riverina / Darlington Point Solar Farm,Darlington Point,45,new south wales,australia,200,100,Edify Energy / Shell,,,,,,,planning,2021-05-25,,,2023Q1,,,,-34.646927,146.03516,1,333MW solar farm support,,https://edifyenergy.com/project/riverina/,https://edifyenergy.com/uncategorised/darlington-point-big-battery-for-shell-and-edify-energy-the-australian-perry-williams/,https://www.power-technology.com/news/edify-shell-riverina-energy-storage/,
Alamitos,Long Beach / Los Angeles,46,california,usa,400,100,Southern California Edison (SCE),,,fluence,Advancion 5,,,operation,,2019-06-01,2021-01-27,,,,,33.770365,-118.101597,1,"gas peaker plant replacement, 20 year ppa",,,https://blog.fluenceenergy.com/aes-fluence-commission-alamitos-energy-storage-facility-long-beach-california,https://blog.fluenceenergy.com/fluence-aes-alamitos-battery-energy-storage-system-made-history,https://www.energy-storage.news/battery-storage-as-peaking-capacity-how-alamitos-changed-the-game-for-california/
Diablo,Pittsburg,47,california,usa,800,200,LS Power / PG & E,,,,,,,construction,,2020-10-30,,,,,,38.015262,-121.846146,0,,,,https://www.energy-storage.news/direct-energy-business-to-use-some-of-worlds-biggest-battery-projects-to-serve-california-customers/,https://www.lspower.com/project-map/,https://www.tdworld.com/distributed-energy-resources/energy-storage/article/21131879/pge-poised-to-expand-battery-energy-storage-capacity-by-more-than-420-mw
Gateway ,East Otey Mesa / San Diego,48,california,usa,250,250,LS Power,,,,,LG,,operation,,2019-09-01,2020-08-01,,,,,32.570558,-116.910955,1,,,,https://www.lspower.com/project-map/,https://vimeo.com/429223580,https://en.wikipedia.org/wiki/Gateway_Energy_Storage
Vista,Vista,49,california,usa,,40,LS Power,,,,,,,operation,,,2018-07-01,,,,,33.20395,-117.253731,0,,no source about the capacity,,https://www.lspower.com/project-map/,https://www.mapsearch.com/power-plant/vista-energy-storage-system/,
LeConte,Calexico / Imperial County,50,california,usa,,125,LS Power,,,,,,,planning,2019-07-12,,,,,,,32.67641,-115.670255,1,,planning doc is available,,https://www.lspower.com/project-map/,https://ceqanet.opr.ca.gov/2010111056/7,
Ravenswood,Long Island City / Queens,51,new york,usa,2528,316,LS Power,,,,,,,planning,2019-02-01,,,2024,,,,40.761642,-73.944275,1,,planning doc is available ** 2021-02-03: project could be delayed until 2024 ,,https://www.lspower.com/project-map/,http://documents.dps.ny.gov/public/Common/ViewDoc.aspx?DocRefId=%7B4A8305F4-BECF-46EE-B493-A088AA7AA8F6%7D&usg=AOvVaw2Yrkm30CAqrxvAShHegBAw,https://www.spglobal.com/marketintelligence/en/news-insights/latest-news-headlines/lacking-contract-ls-power-delays-major-battery-storage-station-in-ny-62467197
Korea Zinc,ulsan,52,,korea,150,32.5,Korea Zinc,,,hyundai ,,,,operation,2017-07-27,,2018-01-01,,,,,35.430406,129.340086,0,,,,https://pulsenews.co.kr/view.php?year=2017&no=505105,https://en.wikipedia.org/wiki/Battery_storage_power_station#cite_note-hei-78,https://www.koreazinc.co.kr/english/company/page/headOffice.aspx
Seosan,seosan,53,,korea,140,52,,,,hyundai ,,,,operation,,,2018-12-01,,,,,36.636988,126.363673,1,65MW solar farm support,,,https://en.wikipedia.org/wiki/Battery_storage_power_station,,
Solaseado,Haenam County,54,jeolla,korea,305,72,Kospo,,,hyundai ,,,,operation,,,2020-04-10,,,,,34.709899,126.41275,1,98MW solar farm support,not sure whether Solaseado  or Solasido is correct spelling,,https://krenewables.com/solar/kospo-ignites-koreas-biggest-pv-farm/,https://en.wikipedia.org/wiki/Battery_storage_power_station#cite_note-hei-78,
Minety,Minety,55,,uk,133,100,Penso Power / China Huaneng Group / CNIC,,,sungrow,,"LFP CATL, NMC Samsung",,operation,,2019-12-01,2020-12-01,,,,,51.605997,-2.003146,1,,"PPA from shell, when second stage is complete it will be 150MW/266MWh",https://www.pensopower.com/,https://en.wikipedia.org/wiki/Battery_storage_power_station#cite_note-nsenergy-minety-55,https://www.energy-storage.news/what-we-know-about-europes-largest-grid-connected-battery-project-so-far/,https://eclipsepower.co.uk/project/minety-battery-storage/
Yorkshire,yorkshire,56,,uk,30,27.5,,,,sungrow,,,,operation,,,2019-12-01,,,,,53.949604,-1.190935,0,34MW solar farm support,,,https://www.pv-tech.org/industry-updates/yorkshire-uk-europes-largest-unsubsidized-solar-plus-storage-project/,,
Gateway Energy Project,London Gateway port/ essex,57,,uk,640,320,Intergen,,,fluence,Gridstack,,,planning,2020-11-30,,,2024,,,,51.512649,0.493992,1,,,https://www.intergen.com/our-technologies/development-projects/gateway-energy-centre/,https://www.solarpowerportal.co.uk/news/intergen_unveil_uks_largest_battery_storage_project_with_320mw_essex_projec,,
Spalding,spalding,58,,uk,350,170,Intergen,,,fluence,,,,planning,2020-11-30,,,,,,,52.805112,-0.133741,0,,,https://www.intergen.com/our-technologies/development-projects/spalding-energy-park/,https://www.solarpowerportal.co.uk/news/intergen_unveil_uks_largest_battery_storage_project_with_320mw_essex_projec,,
Antofagasta,Atacama Desert,59,,chile,560,112,AES Gener,,,fluence,Sunstack,,,construction,,2020-10-19,,,,,,-24.014801,-68.58494,0,253MW solar farm support,,,https://www.energy-storage.news/aes-begins-work-on-560mwh-largest-battery-system-in-latin-america-for-solar-and-wind-in-chile/,https://www.renpp.eu/en/solar-project/andes-solar-park-1018,
Desert Quartize,Riverside County,60,california,usa,600,,EDF / Clean Power Alliance,,,,,,,planning,2020-01-15,,,2024,,,,33.586379,-114.785106,1,300MW solar farm support,,,https://eplanning.blm.gov/eplanning-ui/project/68211/570,https://www.blm.gov/press-release/blm-approves-desert-quartzite-solar-project-riverside-county,https://www.energy-storage.news/california-community-group-signs-ppa-for-edfs-300mw-desert-quartzite-solar-plus-storage-project/
Rexford 1 Solar,Tulare County,61,california,usa,540,180,8minute / Clean Power Alliance,,,,,,,planning,2020-09-11,,,2023,,,,35.853593,-119.051695,1,300MW solar farm support,"already a large solar farm visible on google maps, but the planning doc shows it will be on new locations between existing solar farm",https://www.8minute.com/energy-storage/,https://www.energy-storage.news/california-community-energy-group-signs-ppa-for-400mw-540mwh-solar-plus-storage-plant/,https://tularecounty.ca.gov/rma/index.cfm/planning-building/environmental-planning/environmental-impact-reports/rexford-solar-project-psp-19-073/,
Eland Solar,Kern County,62,california,usa,1200,300,8minute / Capital Dynamics / LADWP,,,,,,,planning,2020-01-22,,,2023,,,,35.198008,-117.991201,1,400MW solar farm support,"location from planning doc ** partially online in 2022, fully in 2023",,https://www.8minute.com/2020/01/capital-dynamics-and-8minute-solar-energy-partner-on-breakthrough-400mwac-eland-solar-storage-center/,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=&cad=rja&uact=8&ved=2ahUKEwix09fvk-vyAhW66uAKHedwDZAQFnoECAYQAQ&url=https%3A%2F%2Feplanning.blm.gov%2Fepl-front-office%2Fprojects%2Fnepa%2F1502112%2F20005846%2F250006857%2FAppendix_C1_Bio_Survey_Report_(1)-min.pdf&usg=AOvVaw3jm8ixiUB8lmbZmltyHkqP,
Sonoran Energy Center,Buckeye,63,arizona,usa,1000,260,Salt River Project,NextEra Energy Resources,,,,,,planning,,,,2023Q2,,,,33.174604,-112.709313,0,solar,,https://www.nexteraenergyresources.com/sonoran-solar/project-overview.html,https://pv-magazine-usa.com/2019/11/15/srp-joins-the-big-boys-of-battery-storage/,https://pv-magazine-usa.com/2021/08/11/nextera-will-build-a-solar-storage-project-with-salt-river-project-as-offtaker/,
Blythe II Storage Project,Riverside County,64,california,usa,460,115,Southern California Edison,,,Samsung,,Samsung,,operation,2013-04-22,,2021-02-16,,,,,33.676313,-114.75575,1,solar,"part of 523 MW / 2092 MWh of storage at Blythe-McCoy Solar & Storage Complex, TODO: source that samsung supplies batteries",,https://pv-magazine-usa.com/2020/05/02/southern-california-edison-wants-huge-770-mw-battery-storage-procurement-online-fast/,https://ieefa.org/nextera-brings-first-section-of-massive-california-battery-storage-complex-online/,
Blythe III Storage Project,Riverside County,65,california,usa,460,115,Southern California Edison,,,Samsung,,Samsung,,operation,,,2021-02-16,,,,,33.673021,-114.754474,1,solar,"part of 523 MW / 2092 MWh of storage at Blythe-McCoy Solar & Storage Complex, TODO: source that samsung supplies batteries",,https://pv-magazine-usa.com/2020/05/02/southern-california-edison-wants-huge-770-mw-battery-storage-procurement-online-fast/,,
McCoy Storage Project,Riverside County,66,california,usa,920,230,Southern California Edison,,,,,,,construction,,,,,,,,33.664118,-114.749852,1,250MW solar farm support,part of 523 MW / 2092 MWh of storage at Blythe-McCoy Solar & Storage Complex,,https://pv-magazine-usa.com/2020/05/02/southern-california-edison-wants-huge-770-mw-battery-storage-procurement-online-fast/,,
Storey Energy Center,Coolidge,67,arizona,usa,264,88,Salt River Project,NextEra Energy Resources,,,,,,planning,,,,2023Q2,,,,32.8882,-111.4978,1,88 MW solar farm support,,https://www.nexteraenergyresources.com/storey-solar.html,https://www.nexteraenergyresources.com/content/dam/neer/us/en/pdf/Storey%20Solar%20Open%20House%20Slides_final%20for%20NEER%20website.pdf,https://pv-magazine-usa.com/2019/11/15/srp-joins-the-big-boys-of-battery-storage/,
Edwards Sanborn Solar Storage,Kern County,68,california,usa,2445,346,Terra-Gen,,,,,LG & Samsung,,construction,2020-12-10,2021-02-01,,2022Q2,,,,34.911468,-117.889716,0,1118 MW solar farm support,"735 MWh in Q3 '21, 1501 MWh by Q2 2022.",,https://renewablesnow.com/news/terra-gen-secures-usd-800m-for-massive-solar-storage-project-in-california-749635/,https://pv-magazine-usa.com/2021/08/02/terra-gen-secures-800-million-in-financing-for-solar-storage-project-in-california/,https://pv-magazine-usa.com/2020/12/11/morning-brief-big-home-batteries-from-lg-energy-terra-gen-and-mortenson-start-on-worlds-largest-standalone-solar-and-storage-project/
Tranquility Storage Retrofit,Cantua Creek,69,california,usa,288,72,Southern California Edison,,,Powin,,Mitsubishi,,operation,,2021-05-01,2021-08-31,,,,,36.591626,-120.404965,1,200 MW solar farm support,LFP batteries,,https://www.prnewswire.com/news-releases/southern-power-to-add-battery-energy-storage-resources-to-two-california-solar-projects-301222296.html,https://www.renewableenergyworld.com/storage/mitsubishi-powin-to-provide-battery-storage-retrofits-to-california-solar-projects/#gref,
Garland Storage Retrofit,Kern County,70,california,usa,352,88,Southern California Edison,,,Powin,,Mitsubishi,,operation,,2021-05-01,2021-08-31,,,,,34.829699,-118.510184,1,200 MW solar farm support,LFP batteries,https://www.southernpowercompany.com/content/dam/southernpower/pdfs/fact-sheets/Garland_Energy_Storage_factsheet.pdf,https://www.prnewswire.com/news-releases/southern-power-to-add-battery-energy-storage-resources-to-two-california-solar-projects-301222296.html,https://www.renewableenergyworld.com/storage/mitsubishi-powin-to-provide-battery-storage-retrofits-to-california-solar-projects/#gref,
Manatee,Parrish / Manatee County,71,forida,usa,900,409,Florida Power and Light (FPL),,,,,,,construction,2019-03-01,2021-02-02,,,,,,27.598383,-82.349213,1,solar farm support,"Already 75% complete in August 2021, 132 shipping containers",,https://www.world-energy.org/article/19846.html,https://www.youtube.com/watch?v=ZYbvXAS9buQ,https://www.energy-storage.news/work-begins-on-409mw-900mwh-florida-battery-project-to-ease-natural-gas-plants-into-retirement/
Crimson,Riverside County,72,california,usa,1400,350,Recurrent Energy / Axium Infrastructure,,,,,,,planning,2021-05-04,,,,,,,33.705099,-115.804279,0,,"construction is expected to start in q3 2021, location is 35miles northwest of substation near blythe / colorado river substation",https://recurrentenergy.com/project-portfolio/#,https://www.energy-storage.news/canadian-solar-sells-majority-stake-in-1-4gwh-california-battery-energy-storage-project/,https://www.energy-storage.news/us-doi-gives-green-light-to-350mw-1400mwh-energy-storage-project-in-california/,
Slate,Kings County,73,california,usa,561,140,Recurrent Energy / Goldman Sachs Renewables Power (GSRP),,,,,,,construction,,2021-01-01,,,,,,36.227583,-119.877056,1,300MW solar farm support,,https://recurrentenergy.com/project/slate/,https://www.energy-storage.news/progress-report-some-more-of-us-biggest-battery-projects-taking-shape/,https://ceqanet.opr.ca.gov/2019069068/2,
